priority,sourceUrl,suggestedLocalPath,currentSourceFile,affectedRulesCount,exampleRules,classification,nextAction
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/draconica-article","data\HTML BONFIRE\essencia\Dracônica in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\essencia\Dracônica in Bonfire Tales RPG _ World Anvil.html","1","Missões e Ranks","source-present-needs-parser-fix","fix-parser"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/ladino-article","data\HTML BONFIRE\classes\Ladino in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Ladino in Bonfire Tales RPG _ World Anvil.html","1","Sucesso (dela)","source-present-needs-parser-fix","fix-parser"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/vampiro-article","data\HTML BONFIRE\essencia\Vampiro in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\essencia\Vampiro in Bonfire Tales RPG _ World Anvil.html","1","Missões e Ranks","source-present-needs-parser-fix","fix-parser"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/c/essencia-elemental-category","data\HTML BONFIRE\essencia\Essência Elemental in Bonfire Tales RPG.html","data\HTML BONFIRE\essencia\Essência Elemental in Bonfire Tales RPG.html","1","Missões e Ranks","source-present-needs-parser-fix","fix-parser"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/c/talentos-category","data\HTML BONFIRE\talentos\Talentos in Bonfire Tales RPG.html","data\HTML BONFIRE\talentos\Talentos in Bonfire Tales RPG.html","1","Missões e Ranks","source-present-needs-parser-fix","fix-parser"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","16","Água | Armadura da Lua | Esporos Mortais | Fala das Bestas | Foco de Conjuração","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/humano-species","data\HTML BONFIRE\racas\Humano Species in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\racas\Humano Species in Bonfire Tales RPG _ World Anvil.html","12","Determinação Comum | Determinação Comum | Poliglota | Poliglota | Sangue Anão","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/orcs-species","data\HTML BONFIRE\racas\Orcs Species in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\racas\Orcs Species in Bonfire Tales RPG _ World Anvil.html","6","Escalada Ágil | Escalada Ágil | Estrutura Poderosa | Estrutura Poderosa | Vigor da Montanha","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","5","Água | Ígneo | Magia Aprendida | Reservatório Primal | Terra","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/humano-species","data\HTML BONFIRE\racas\Humano Species in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\racas\Humano Species in Bonfire Tales RPG _ World Anvil.html","5","Determinação Comum | Sangue Anão | Sangue Élfico | Sangue Órquico | Vigor do Clã","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","4","Armadura da Lua | Nível de Desafio Máximo | Surto de Instinto | Vigor Lunar","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","3","Maré de Retorno | Pulmões de Maré | Truque da Corrente","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","3","Armadura da Lua | Nível de Desafio Máximo | Vigor Lunar","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","3","Água | Ígneo | Terra","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/barbaro-article","data\HTML BONFIRE\classes\Bárbaro in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Bárbaro in Bonfire Tales RPG _ World Anvil.html","2","Bárbaro | Bárbaro","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/celestial-article","data\HTML BONFIRE\essencia\Celestial in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\essencia\Celestial in Bonfire Tales RPG _ World Anvil.html","2","Poderes da Essência | Poderes da Essência","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","2","Forma Selvagem Perene | Seiva Lenta","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","2","Pulmões de Maré | Truque da Corrente","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/guerreiro-article","data\HTML BONFIRE\classes\Guerreiro in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Guerreiro in Bonfire Tales RPG _ World Anvil.html","2","Guerreiro | Guerreiro","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/humano-species","data\HTML BONFIRE\racas\Humano Species in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\racas\Humano Species in Bonfire Tales RPG _ World Anvil.html","2","Sangue Anão | Vigor do Clã","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/infernal-article","data\HTML BONFIRE\essencia\Infero - Bonfire Tales.html","data\HTML BONFIRE\essencia\Infero - Bonfire Tales.html","2","Poderes da Essência | Poderes da Essência","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/ladino-article","data\HTML BONFIRE\classes\Ladino in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Ladino in Bonfire Tales RPG _ World Anvil.html","2","Ladino | Ladino","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/orcs-species","data\HTML BONFIRE\racas\Orcs Species in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\racas\Orcs Species in Bonfire Tales RPG _ World Anvil.html","2","Escalada Ágil | Vigor da Montanha","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/anao-species","data\HTML BONFIRE\racas\Anões.html","data\HTML BONFIRE\racas\Anões.html","1","Anão","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/barbaro-article","data\HTML BONFIRE\classes\Bárbaro in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Bárbaro in Bonfire Tales RPG _ World Anvil.html","1","Arma Leve","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/bardo-article","data\HTML BONFIRE\classes\Bardo in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Bardo in Bonfire Tales RPG _ World Anvil.html","1","Frequência","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/bardo-article","data\HTML BONFIRE\classes\Bardo in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Bardo in Bonfire Tales RPG _ World Anvil.html","1","Frequência","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/clerigo-article","data\HTML BONFIRE\classes\Clérigo in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Clérigo in Bonfire Tales RPG _ World Anvil.html","1","Magias Sempre Preparadas","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","1","Seiva Lenta","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","1","Forma Selvagem Perene","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","1","Benefícios Coroados","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","1","Esporos Mortais","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","1","Benefícios Coroados","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","1","Surto de Instinto","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","1","Esporos Mortais","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","1","Maré de Retorno","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","1","Magia Aprendida","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","1","Fala das Bestas","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/humano-species","data\HTML BONFIRE\racas\Humano Species in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\racas\Humano Species in Bonfire Tales RPG _ World Anvil.html","1","Determinação Comum","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/humano-species","data\HTML BONFIRE\racas\Humano Species in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\racas\Humano Species in Bonfire Tales RPG _ World Anvil.html","1","Sangue Órquico","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/humano-species","data\HTML BONFIRE\racas\Humano Species in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\racas\Humano Species in Bonfire Tales RPG _ World Anvil.html","1","Sangue Élfico","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/infernal-article","data\HTML BONFIRE\essencia\Infero - Bonfire Tales.html","data\HTML BONFIRE\essencia\Infero - Bonfire Tales.html","1","Sucesso","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/mistico-article","data\HTML BONFIRE\classes\Místico in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Místico in Bonfire Tales RPG _ World Anvil.html","1","Aberração","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/mistico-article","data\HTML BONFIRE\classes\Místico in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Místico in Bonfire Tales RPG _ World Anvil.html","1","Espirito Familiar Místico","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/monge-article","data\HTML BONFIRE\classes\Monge in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Monge in Bonfire Tales RPG _ World Anvil.html","1","Foco/Resistência","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/monge-article","data\HTML BONFIRE\classes\Monge in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Monge in Bonfire Tales RPG _ World Anvil.html","1","Habilidades de Monge","ambiguous-manual-review","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/orcs-species","data\HTML BONFIRE\racas\Orcs Species in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\racas\Orcs Species in Bonfire Tales RPG _ World Anvil.html","1","Escalada Ágil","ambiguous-manual-review","manual-review"
"","","data\Ajustes Bonfire\aetherin-arcano.html","","1","Aetherin (Arcano)","exact-text-required-manual-check","manual-review"
"","","data\Ajustes Bonfire\cla-rubedo-os-hemomantes.html","","1","Clã Rubedo (Os Hemomantes)","exact-text-required-manual-check","manual-review"
"","","data\Ajustes Bonfire\cla-sybaris-os-artistas-da-seducao.html","","1","Clã Sybaris (Os Artistas da Sedução)","exact-text-required-manual-check","manual-review"
"","","data\Ajustes Bonfire\cla-tenebrus-os-ocultos.html","","1","Clã Tenebrus (Os Ocultos)","exact-text-required-manual-check","manual-review"
"","","data\Ajustes Bonfire\cla-vesanio-os-profetas-quebrados.html","","1","Clã Vesánio (Os Profetas Quebrados)","exact-text-required-manual-check","manual-review"
"","","data\Ajustes Bonfire\mare-a-vontade.html","","1","Maré à Vontade","exact-text-required-manual-check","manual-review"
"","","data\Ajustes Bonfire\mascara-da-piedade-defina-a-aparencia-da-mascara-ou-role-1d6.html","","1","Máscara da Piedade - Defina a aparência da máscara (ou role 1d6)","exact-text-required-manual-check","manual-review"
"","","data\Ajustes Bonfire\modo-infiltrador-controle-de-propulsao.html","","1","Modo Infiltrador — Controle de Propulsão","exact-text-required-manual-check","manual-review"
"","","data\Ajustes Bonfire\nd-maximo-do-familiar.html","","1","ND Máximo do Familiar","exact-text-required-manual-check","manual-review"
"","","data\Ajustes Bonfire\o-protetor.html","","1","O Protetor","exact-text-required-manual-check","manual-review"
"","","data\Ajustes Bonfire\o-purificador.html","","1","O Purificador","exact-text-required-manual-check","manual-review"
"","","data\Ajustes Bonfire\ritual-de-conjuracao.html","","1","Ritual de Conjuração","exact-text-required-manual-check","manual-review"
"","","data\Ajustes Bonfire\segredos-misticos-de-9-nivel.html","","1","Segredos Místicos de 9º Nível","exact-text-required-manual-check","manual-review"
"","","data\Ajustes Bonfire\sylvanar-floresta.html","","1","Sylvanar (Floresta)","exact-text-required-manual-check","manual-review"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/anao-species","data\HTML BONFIRE\racas\Anões.html","data\HTML BONFIRE\racas\Anões.html","16","Bestiário | Cinéria | Cinéria | Development | Development","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/bestial-article","data\HTML BONFIRE\essencia\Bestial in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\essencia\Bestial in Bonfire Tales RPG _ World Anvil.html","16","Bestiário | Cinéria | Cinéria | Development | Development","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/celestial-article","data\HTML BONFIRE\essencia\Celestial in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\essencia\Celestial in Bonfire Tales RPG _ World Anvil.html","16","Bestiário | Cinéria | Cinéria | Development | Development","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/draconica-article","data\HTML BONFIRE\essencia\Dracônica in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\essencia\Dracônica in Bonfire Tales RPG _ World Anvil.html","16","Bestiário | Cinéria | Cinéria | Development | Development","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/elfo-species","data\HTML BONFIRE\racas\Elfo - Bonfire Tales RPG.html","data\HTML BONFIRE\racas\Elfo - Bonfire Tales RPG.html","16","Bestiário | Cinéria | Cinéria | Development | Development","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/humano-species","data\HTML BONFIRE\racas\Humano Species in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\racas\Humano Species in Bonfire Tales RPG _ World Anvil.html","16","Bestiário | Cinéria | Cinéria | Development | Development","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/infernal-article","data\HTML BONFIRE\essencia\Infero - Bonfire Tales.html","data\HTML BONFIRE\essencia\Infero - Bonfire Tales.html","16","Bestiário | Cinéria | Cinéria | Development | Development","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/orcs-species","data\HTML BONFIRE\racas\Orcs Species in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\racas\Orcs Species in Bonfire Tales RPG _ World Anvil.html","16","Bestiário | Cinéria | Cinéria | Development | Development","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/vampiro-article","data\HTML BONFIRE\essencia\Vampiro in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\essencia\Vampiro in Bonfire Tales RPG _ World Anvil.html","16","Bestiário | Cinéria | Cinéria | Development | Development","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/c/essencia-elemental-category","data\HTML BONFIRE\essencia\Essência Elemental in Bonfire Tales RPG.html","data\HTML BONFIRE\essencia\Essência Elemental in Bonfire Tales RPG.html","16","Bestiário | Cinéria | Cinéria | Development | Development","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/c/magias-category","data\HTML BONFIRE\ajustes\Lista de Magias e Modificações in Bonfire Tales RPG.html","data\HTML BONFIRE\ajustes\Lista de Magias e Modificações in Bonfire Tales RPG.html","13","Bestiário | Cinéria | Development | EVENTS | Mercado","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/c/talentos-category","data\HTML BONFIRE\talentos\Talentos in Bonfire Tales RPG.html","data\HTML BONFIRE\talentos\Talentos in Bonfire Tales RPG.html","13","Bestiário | Cinéria | Development | EVENTS | Mercado","structural-noise-ignore","ignore"
